id,Instance of,Title,Genre,Duration,Publication date,Netflix ID,Disney+ movie ID,Disney+ series ID,Hulu ID
Q142695,movie,Elite Squad: The Enemy Within,"['Q130232', 'Q959790']",115.0,2010-10-08,70166258,,,
Q143276,anime,Samurai Champloo,"['Q101240934', 'Q15712918', 'Q15637293']",23.0,,"['70020122', '70213065']",,,77477b5f-905c-492f-a6a2-087fd4f85a15
Q144929,movie,Adam,"['Q1919632', 'Q157443', 'Q1054574', 'Q130232']",99.0,2009-01-01,70112461,68df4M7bJ9gY,,
Q146673,movie,Basic Instinct,"['Q959790', 'Q1200678', 'Q2439025', 'Q599558', 'Q2484376', 'Q130232', 'Q20442589']",128.0,1992-01-01,286139,,,
Q150949,movie,The Power of One,"['Q130232', 'Q52207399', 'Q895583']",125.0,1992-01-01,869627,,,
Q151695,movie,My Little Eye,"['Q200092', 'Q853630']",95.0,2002-01-01,60035827,,,
Q151730,movie,Zozo,Q130232,100.0,2005-09-02,,xkLyfpcykRM0,,
Q151788,tv,Die Sendung mit der Maus,"['Q995600', 'Q9335576', 'Q1273568', 'Q861402', 'Q581714']",30.0,,80000591,,,
Q152090,movie,The Story of the Weeping Camel,"['Q93204', 'Q130232']",87.0,2003-06-29,60037341,,,
Q153723,movie,Inglourious Basterds,"['Q369747', 'Q20656352', 'Q130232', 'Q319221', 'Q622548']",153.0,2009-01-01,70108777,,,
Q153882,movie,The Lives of Others,"['Q130232', 'Q2484376', 'Q109733333']",137.0,2006-03-15,70056425,,,
Q154935,movie,(500) Days of Summer,"['Q860626', 'Q859369', 'Q2975633', 'Q157443']",95.0,2009-01-17,70112492,2zXmrYZRccSe,,
Q155485,movie,Resurrecting the Champ,"['Q645928', 'Q130232', 'Q895583']",111.0,2007-01-01,70065106,,,
Q156309,movie,The Fugitive,"['Q959790', 'Q188473', 'Q2484376', 'Q25533274']",130.0,1993-01-01,528009,,,
Q156394,movie,What Women Want,"['Q860626', 'Q157394', 'Q471839', 'Q248583', 'Q1919632']",127.0,2000-01-01,60004020,,,
Q156401,movie,Chicken Run,"['Q157394', 'Q2143665', 'Q1361932', 'Q157443']",81.0,2000-01-01,60001287,5PcWiPyrGw3q,,
Q156608,movie,The Bourne Supremacy,"['Q3990883', 'Q2297927', 'Q188473', 'Q52207399', 'Q2484376']",108.0,2004-01-01,60036239,,,
Q156911,movie,Wings of Desire,"['Q157394', 'Q130232']",128.0,1987-01-01,70124578,,,
Q157879,movie,The Ghost Writer,"['Q52207399', 'Q130232', 'Q959790', 'Q109733333']",128.0,2010-01-01,70120139,,,
Q158473,movie,The Wedding,"['Q130232', 'Q157443']",114.0,2000-01-01,70037553,,,
Q159690,movie,The Piano Teacher,"['Q130232', 'Q1054574', 'Q2439025', 'Q52162262']",131.0,2001-05-14,60022939,,,
Q161687,movie,Harry Potter and the Half-Blood Prince,"['Q157394', 'Q52207399']",147.0,2009-07-06,70099612,,,
Q162225,movie,Fallen,"['Q2484376', 'Q200092', 'Q3634883']",123.0,1998-01-16,1192866,,,
Q162672,movie,Carrie,"['Q200092', 'Q1146335', 'Q2484376', 'Q2975633', 'Q109733304', 'Q52207399', 'Q130232', 'Q43911809', 'Q1919632']",94.0,1976-11-03,352989,,,
Q164224,movie,Franklyn,"['Q471839', 'Q2421031', 'Q2642760', 'Q157394', 'Q130232', 'Q20443008']",98.0,2008-01-01,70110612,,,
Q164663,movie,The Children of Huang Shi,"['Q622370', 'Q319221', 'Q130232', 'Q369747']",125.0,2008-01-01,70097573,,,
Q165325,movie,Kill Bill: Volume 1,"['Q3990883', 'Q1776156', 'Q1033891', 'Q909586', 'Q15858553', 'Q2642760', 'Q169672']",111.0,2003-01-01,60031236,,,
Q165512,movie,One Hundred and One Dalmatians,"['Q842256', 'Q157443', 'Q319221', 'Q959790', 'Q130232', 'Q52162262', 'Q157394']",79.0,1961-01-25,205524,7NOwGGV7R7kE,,
Q165713,movie,Star Wars: Episode I – The Phantom Menace,"['Q471839', 'Q188473', 'Q319221', 'Q157394']",136.0,1999-05-19,70003791,2ezYynkgW1AH,,
Q165986,tv_film,House of the Dead 2,"['Q200092', 'Q3072049']",95.0,2005-01-01,70045397,,,
Q167206,anime,Pom Poko,"['Q15637299', 'Q15637301', 'Q157443', 'Q859369', 'Q157394', 'Q130232', 'Q104536896']",118.0,1994-01-01,70035036,,,
Q169012,movie,In Her Shoes,"['Q860626', 'Q52162262', 'Q130232']",125.0,2005-09-14,70038801,,,
Q171193,movie,Lockout,"['Q471839', 'Q188473', 'Q586250']",95.0,2012-01-01,70228039,,,
Q171254,tv,Sons of Anarchy,"['Q1366112', 'Q9335577']",45.0,,70143844,,HAtYXQqlg31X,c66560e6-ce38-4100-9c62-0d7ff4981912
Q171453,movie,Transformers,"['Q188473', 'Q471839', 'Q2447078']",143.0,2007-06-12,70058026,,,
Q171582,movie,11:14,"['Q2484376', 'Q859369', 'Q21401869']",86.0,2003-01-01,70038951,,,
Q172230,tv,Call the Midwife,"['Q1786567', 'Q1366112', 'Q85133165', 'Q52207310', 'Q7168625']",60.0,,70245163,,,
Q174371,movie,127 Hours,"['Q622370', 'Q130232', 'Q52207310', 'Q645928', 'Q15898171']",94.0,2010-11-05,70141813,44rrOP0xHiyg,,
Q174683,movie,A Perfect World,"['Q319221', 'Q959790', 'Q130232']",138.0,1993-01-01,60024398,,,
Q174811,movie,Up,"['Q319221', 'Q157443', 'Q157394']",96.0,2009-05-13,70103760,3XiRSXriK0E8,,
Q174938,tv_film,To Catch a Killer,"['Q959790', 'Q130232']",182.0,1992-01-01,1051380,,,
Q175014,movie,12,"['Q959790', 'Q3072039', 'Q130232', 'Q25533274', 'Q2484376']",153.0,2007-09-07,70086955,,,
Q175607,movie,The Reluctant Dragon,Q336144,72.0,1941-06-20,,5y4yjoo0bVZt,,
Q175882,movie,The Duchess and the Dirtwater Fox,"['Q860626', 'Q172980']",103.0,1976-04-01,70033109,,,
Q176488,movie,Halloween: Resurrection,"['Q200092', 'Q853630']",86.0,2002-01-01,60023605,,,
Q177077,movie,The Principal,"['Q859369', 'Q1146335', 'Q188473', 'Q5897543', 'Q130232']",107.0,1987-01-01,60023364,,,
Q177340,movie,Nim's Island,"['Q1361932', 'Q157394', 'Q1146335', 'Q319221']",96.0,2008-01-01,70084792,,,
Q178094,movie,The Notorious Bettie Page,"['Q645928', 'Q130232']",100.0,2005-01-01,70041156,,,
Q179460,movie,About Schmidt,"['Q157443', 'Q130232', 'Q52207399']",125.0,2002-01-01,60025027,,,
Q179673,movie,Beauty and the Beast,"['Q1054574', 'Q842256', 'Q859369', 'Q1957385', 'Q930383']",84.0,1991-11-22,,"['3oEh78YRc9VN', '3NGDQClVpZay']",,
Q180125,movie,Step Up,"['Q842256', 'Q1054574', 'Q130232', 'Q959790']",98.0,2006-01-01,70050484,1Te78HO69Ne8,,
Q180228,tv,Smallville,"['Q336059', 'Q101720774', 'Q775344', 'Q1366112']",40.0,,,,,2ae2e0c4-f1ff-4c81-af5c-c19af373f330
Q180403,movie,Pieces of April,"['Q157443', 'Q130232']",76.0,2003-01-01,60031243,,,
Q181069,movie,Star Wars: Episode II – Attack of the Clones,"['Q471839', 'Q188473', 'Q319221', 'Q157394']",142.0,2002-01-01,60001814,mgpYHGnzZW6N,,
Q181850,movie,The Battle of the Rails,Q130232,85.0,1946-01-01,70044182,,,
Q182373,movie,Indiana Jones and the Kingdom of the Crystal Skull,"['Q188473', 'Q319221', 'Q22981906']",123.0,2008-05-21,70084799,57O7IUX2CLrN,,
Q182692,movie,Apocalypse Now,"['Q369747', 'Q188473', 'Q130232', 'Q52207310', 'Q2484376', 'Q319221', 'Q652256', 'Q116456802']",153.0,1979-01-01,262839,,,
Q182819,movie,Heaven Sent,Q157443,88.0,1994-01-01,70024876,,,
Q185071,movie,Terms of Endearment,"['Q860626', 'Q130232', 'Q52207399']",130.0,1983-01-01,60004508,,,
Q185229,movie,Black Lightning,"['Q188473', 'Q471839', 'Q157394']",102.0,2009-12-26,70142549,,,
Q185507,movie,Heartbreakers,"['Q860626', 'Q157443']",119.0,2001-03-23,60020236,,,
Q185658,movie,Indiana Jones and the Last Crusade,"['Q2678111', 'Q319221', 'Q22981906']",122.0,1989-01-01,60010487,5zqAAQzi5YlH,,
Q186014,movie,Zeitgeist: The Movie,"['Q93204', 'Q369747']",116.0,2007-01-01,70106739,,,
Q186341,movie,The Shining,"['Q200092', 'Q109629396', 'Q130232', 'Q52207399', 'Q1200678', 'Q31888058', 'Q43911809', 'Q2484376', 'Q109733304']",144.0,1980-01-01,959008,,,
Q186445,movie,Who's Harry Crumb?,"['Q1200678', 'Q16950433', 'Q157443']",94.0,1989-01-01,27828071,,,
Q186572,anime,Princess Mononoke,"['Q157394', 'Q104536896', 'Q188473', 'Q20650540', 'Q130232', 'Q2975633', 'Q4774498']",128.0,1997-07-12,28630857,,,
Q187278,movie,Toy Story 3,"['Q663106', 'Q859369', 'Q157443', 'Q21401869']",103.0,2010-06-12,70116690,5i3MkHrmohAt,,
Q189068,tv,Monk,"['Q2321734', 'Q186424', 'Q859369']",42.0,,70157334,,,
Q189540,movie,Seven Samurai,"['Q130232', 'Q169672', 'Q652256', 'Q188473', 'Q7168625', 'Q319221']",207.0,1954-01-01,950727,,,
Q190956,movie,Amadeus,"['Q645928', 'Q842256', 'Q130232', 'Q21401869', 'Q542475']",160.0,1984-01-01,247351,,,
Q192403,movie,The Land Before Time,"['Q1361932', 'Q2975633', 'Q319221', 'Q663106', 'Q130232']",70.0,1988-11-18,683101,,,
Q192837,tv,Sherlock,"['Q9335577', 'Q56878968', 'Q1366112', 'Q67175872', 'Q738473', 'Q130232']",90.0,,70202589,,,
Q193570,movie,Sunset Boulevard,"['Q130232', 'Q21401869', 'Q185867']",110.0,1950-01-01,60010956,,,
Q196977,movie,Witness for the Prosecution,"['Q959790', 'Q3072039']",116.0,1957-01-01,60011588,,,
Q199839,movie,The Jungle Book,"['Q842256', 'Q157443']",78.0,1967-10-18,60029689,5trzAb4Rz3F9,,
Q200091,movie,17 Girls,Q130232,87.0,2011-01-01,70249941,,,
Q200096,movie,17 Again,"['Q860626', 'Q1146335', 'Q2975633', 'Q157394']",102.0,2009-01-01,70107406,,,
Q200299,movie,All About Eve,"['Q130232', 'Q157443', 'Q52162262']",138.0,1950-01-01,242142,,,
Q201215,movie,My Fair Lady,"['Q842256', 'Q1054574', 'Q130232', 'Q860626']",171.0,1964-01-01,60034064,,,
Q202016,movie,Splitting Heirs,Q157443,88.0,1993-01-01,70014425,,,
Q202326,movie,The Godfather Part III,"['Q959790', 'Q130232', 'Q2484376', 'Q19367312', 'Q652256', 'Q113485322', 'Q7444356']",162.0,1990-12-25,60011153,,,
Q202371,movie,The Rescuers Down Under,"['Q959790', 'Q859369', 'Q157394', 'Q319221']",77.0,1990-11-16,60001198,2PADbLhnZ6SH,,
Q203334,movie,J. D.'s Revenge,"['Q200092', 'Q883179']",92.0,1976-01-01,60021714,,,
Q203837,tv,Awkward,Q859369,,,,,,11c48c28-266f-49f4-bbdf-63dc30a08af8
Q203845,movie,Absolon,"['Q959790', 'Q471839', 'Q2484376', 'Q1341051', 'Q188473']",92.0,2003-01-01,60033091,,,
Q204212,movie,Rebecca,"['Q1200678', 'Q130232', 'Q52207399', 'Q1054574']",126.0,1940-01-01,895272,,,
Q204228,tv,The Mentalist,"['Q9335577', 'Q2321734']",42.0,,70155590,,,
Q205413,movie,Omega Doom,"['Q188473', 'Q471839', 'Q1341051']",80.0,1996-01-01,60002884,,,
Q206576,movie,Hugo,"['Q130232', 'Q319221', 'Q52207399', 'Q1200678']",126.0,2011-10-10,70202136,,,
Q207588,movie,From Here to Eternity,"['Q1054574', 'Q369747', 'Q130232']",118.0,1953-01-01,60010376,,,
Q207627,tv,Happy Tree Friends,,,,70179969,,,
Q208108,movie,Catch Me If You Can,"['Q496523', 'Q52207310', 'Q959790', 'Q157443', 'Q130232', 'Q645928']",135.0,2002-01-01,60024942,,,
Q208424,movie,Nineteen Eighty-Four,"['Q20443008', 'Q7210294', 'Q459290', 'Q471839', 'Q130232', 'Q52207399', 'Q109733333']",113.0,1984-10-10,60026934,,,
Q208632,movie,It Happened One Night,Q860626,105.0,1934-01-01,22692098,,,
Q209878,tv,Rome,"['Q20267837', 'Q1366112', 'Q7168625']",50.0,,,,,e5a81e58-f3b2-409e-9b03-aa08e50a3d48
Q210111,movie,Ruby Sparks,"['Q860626', 'Q157394', 'Q102706436']",104.0,2012-01-01,70213510,2720xOUsHCCk,,
Q211366,movie,The Love Light,"['Q130232', 'Q226730']",89.0,1921-01-01,70029888,,,
Q211373,movie,Driving Miss Daisy,"['Q663106', 'Q157443', 'Q130232']",99.0,1989-01-01,461590,,,
Q211525,movie,The Railway Children,"['Q2143665', 'Q130232', 'Q52207399']",109.0,1970-01-01,70009364,,,
Q212041,movie,Sweeney Todd: The Demon Barber of Fleet Street,"['Q5769663', 'Q842256', 'Q853630', 'Q130232', 'Q2484376', 'Q959790']",116.0,2007-12-03,70077544,,,
Q212218,tv_film,Red Water,Q1342372,88.0,2003-01-01,60034347,,,
Q212731,tv,Fawlty Towers,Q170238,30.0,,70207411,,,
Q212775,movie,The Last Emperor,"['Q130232', 'Q52207310', 'Q645928', 'Q17013749', 'Q652256', 'Q21010853']",165.0,1987-01-01,70089029,,,
Q213208,movie,The Fast and the Furious: Tokyo Drift,"['Q188473', 'Q19367312']",104.0,2006-06-04,70044885,,,
Q213411,movie,Cast Away,"['Q319221', 'Q130232', 'Q279060']",143.0,2000-01-01,60020683,,,
Q213787,movie,The Hunchback of Notre Dame,"['Q663106', 'Q842256', 'Q859369', 'Q52162262', 'Q157394', 'Q130232']",91.0,1996-06-21,60022496,796BIJb9AlES,,
Q214723,movie,The Gold Rush,"['Q226730', 'Q157443', 'Q860626', 'Q95952108']",96.0,1925-06-26,60028131,,,
Q215287,tv,Stargate Atlantis,Q336059,42.0,,,,,2241f10e-e0fd-41cc-97f4-a8d7b7885008
Q215319,movie,22 Bullets,"['Q188473', 'Q959790', 'Q52207399']",117.0,2010-01-01,70134402,,,
Q216006,movie,Pan's Labyrinth,"['Q157394', 'Q130232', 'Q102706436', 'Q1957385']",119.0,2006-05-27,70050507,,,
Q216929,movie,Oliver & Company,"['Q663106', 'Q842256', 'Q2143665', 'Q859369', 'Q52162262', 'Q1361932', 'Q319221']",72.0,1988-11-18,60020432,1iN3xPQub19P,,
Q217020,movie,Thor,"['Q188473', 'Q157394', 'Q319221', 'Q1535153', 'Q471839']",114.0,2011-04-27,70141586,1p4vdKzTuhzr,,
Q217220,movie,Patton,"['Q645928', 'Q369747', 'Q130232']",170.0,1970-02-04,60002321,4B9uIMYLC5pk,,
Q217294,movie,24 Hour Party People,"['Q645928', 'Q842256', 'Q157443', 'Q130232']",112.0,2002-01-01,60022997,,,
Q217307,movie,Desperate Hours,"['Q2484376', 'Q52207399']",101.0,1990-01-01,60022336,,,
Q217685,movie,Caligula,"['Q1067324', 'Q185529', 'Q599558', 'Q645928', 'Q130232', 'Q20442589']",156.0,1979-01-01,344745,,,
Q218290,movie,Down and Out in Beverly Hills,Q157443,99.0,1986-01-01,60023176,1njhsiAgyEAg,,
Q218894,movie,Pocahontas,"['Q1054574', 'Q645928', 'Q842256', 'Q859369', 'Q157394', 'Q1361932', 'Q7168625', 'Q319221']",81.0,1995-06-10,862771,2WjLTJt9dM5C,,
Q219170,movie,Day of the Dead,"['Q200092', 'Q471839', 'Q188473', 'Q3072049']",102.0,1985-01-01,424376,,,
Q219179,movie,Zombie Honeymoon,"['Q860626', 'Q1747837', 'Q224700']",81.0,2004-01-01,70043675,,,
Q219790,movie,The Rage,"['Q200092', 'Q3072049']",85.0,2007-01-01,70085509,,,
Q219988,movie,Zoo,Q93204,73.0,2007-01-01,70059552,,,
Q220192,movie,Zoolander,Q157443,89.0,2001-01-01,60021242,,,
Q221109,movie,The Butterfly Effect,"['Q471839', 'Q157394', 'Q19367312', 'Q130232', 'Q109733304']",120.0,2004-01-01,60033299,,,
Q221236,movie,Star Trek: First Contact,"['Q188473', 'Q471839', 'Q319221', 'Q104765957']",2.0,1996-01-01,997287,,,
Q221586,movie,Mystic River,"['Q1200678', 'Q19367312', 'Q130232', 'Q52207399', 'Q2421031', 'Q109733304']",138.0,2003-05-23,60031232,,,
Q221594,movie,As Good as It Gets,"['Q860626', 'Q20442589', 'Q859369', 'Q157443', 'Q1054574', 'Q130232']",133.0,1997-01-01,1181488,,,
Q221842,movie,Under Capricorn,"['Q130232', 'Q52207399', 'Q959790']",112.0,1949-01-01,60028367,,,
Q223043,movie,A Patch of Blue,"['Q2975633', 'Q130232', 'Q1054574']",105.0,1965-01-01,60010035,,,
Q223367,movie,The Queen,"['Q645928', 'Q622370', 'Q130232']",97.0,2006-09-15,70052705,,,
Q225885,movie,Dedication,"['Q860626', 'Q130232']",111.0,2007-01-22,70062798,,,
Q226944,movie,The Shaggy D.A.,"['Q2143665', 'Q157394', 'Q157443']",91.0,1976-12-17,,3V9pwazuj0x3,,
Q227468,movie,Without Love,Q860626,111.0,1945-01-01,70066880,,,
Q228585,movie,Imagine That,"['Q157394', 'Q157443']",107.0,2009-01-01,70103762,,,
Q229547,movie,Born to Dance,Q842256,105.0,1936-01-01,60010172,,,
Q229603,movie,Charlie's Angels: Full Throttle,"['Q188473', 'Q5442753', 'Q157443', 'Q1033891', 'Q319221']",106.0,2003-01-01,60027726,,,
Q229808,movie,The Amazing Spider-Man,"['Q188473', 'Q2484376', 'Q1146335', 'Q1535153', 'Q471839', 'Q1077883']",136.0,2012-06-28,70208599,,,
Q230506,tv,Quantum Leap,"['Q336059', 'Q112254601']",45.0,,,,,659d8ed0-2cde-441e-8532-648cb4b90817
Q232248,movie,Two of a Kind,"['Q860626', 'Q157394']",84.0,1983-01-01,60036017,,,
Q232251,movie,Stir Crazy,"['Q663106', 'Q586250']",108.0,1980-01-01,1001192,,,
Q232993,movie,Zweiohrküken,Q860626,124.0,2009-01-01,70134610,,,
Q233285,movie,Major League: Back to the Minors,Q157443,96.0,1998-01-01,8187465,,,
Q238245,movie,"4 Months, 3 Weeks and 2 Days",Q130232,113.0,2007-01-01,70071602,,,
Q238597,tv_film,Elvis,Q36279,165.0,2005-01-01,70074020,,,
Q240478,movie,Fire and Ice,"['Q157394', 'Q319221', 'Q599558', 'Q130130466']",81.0,1983-03-25,70058722,,,
Q240535,movie,Guys and Balls,"['Q860626', 'Q20442589', 'Q130232', 'Q3076696']",102.0,2004-01-01,70038947,,,
Q240713,movie,The Mummy: Tomb of the Dragon Emperor,"['Q157394', 'Q188473', 'Q200092']",112.0,2008-01-01,70099790,,,
Q241925,movie,Marriage Italian-Style,"['Q860626', 'Q130232']",102.0,1964-01-01,60011642,,,
Q243983,movie,Rise of the Planet of the Apes,"['Q471839', 'Q188473', 'Q130232', 'Q20443008', 'Q52207399']",105.0,2011-08-05,70155535,53VCodvBKH2g,,
Q244257,movie,The Tree of Life,"['Q471839', 'Q157394', 'Q2975633', 'Q130232']",138.0,2011-05-16,70116681,,,
Q244398,movie,Stardust,"['Q157394', 'Q2143665', 'Q52207399', 'Q130232', 'Q31888058', 'Q222639', 'Q1957385']",130.0,2007-07-29,70054920,,,
Q244767,movie,Passport to Paris,Q157443,87.0,1999-01-01,60022026,,,
Q245271,movie,Evita,"['Q645928', 'Q842256', 'Q130232']",129.0,1996-12-25,484608,,,
Q245641,movie,The Cell 2,"['Q200092', 'Q471839']",94.0,2009-01-01,70099793,,,
Q245815,movie,Executioners,"['Q188473', 'Q1535153']",101.0,1993-01-01,17968229,,,
Q246418,movie,Gulliver's Travels,"['Q842256', 'Q471839', 'Q157394', 'Q52207399', 'Q130232', 'Q202866']",74.0,1939-12-18,70114403,,,
Q248392,tv_film,Nuremberg,"['Q622370', 'Q130232']",180.0,2000-01-01,60004274,,,
Q248562,movie,Rise: Blood Hunter,"['Q188473', 'Q2421031', 'Q200092', 'Q663106', 'Q5442753', 'Q2254193', 'Q2137852', 'Q1200678']",96.0,2007-01-01,70068653,,,
Q249235,movie,Peter's Friends,"['Q860626', 'Q130232', 'Q20442589']",97.0,1992-01-01,70005184,,,
Q252529,movie,Black Narcissus,"['Q130232', 'Q52207399']",97.0,1947-01-01,60002699,,,
Q253205,tv,Entourage,"['Q859369', 'Q85133165']",28.0,,,,,3c3c8da9-3e62-41e2-9e96-a53f4001c924
Q253978,movie,Dirty Dancing,"['Q1054574', 'Q842256', 'Q130232', 'Q1146335', 'Q3072043']",96.0,1987-01-01,445386,,,
Q254489,movie,Fortress 2: Re-Entry,"['Q188473', 'Q471839', 'Q319221', 'Q586250']",92.0,1999-01-01,28631789,,,
Q255028,movie,"666 – Traue keinem, mit dem du schläfst!","['Q157443', 'Q52162262']",95.0,2002-01-01,81151849,,,
Q255742,movie,Fearless,"['Q130232', 'Q52207399']",117.0,1993-01-01,496853,,,
Q255891,movie,Down to You,Q860626,91.0,2000-01-21,60000471,,,
Q257515,movie,Plan 9 from Outer Space,"['Q188473', 'Q471839', 'Q200092', 'Q3072049', 'Q2973181']",79.0,1957-03-15,860103,,,
Q257630,movie,Kindergarten Cop,"['Q16950433', 'Q4984974', 'Q188473', 'Q157443', 'Q20442589']",107.0,1990-12-22,671744,,,
Q257818,movie,Throne of Blood,"['Q130232', 'Q52162262', 'Q169672']",105.0,1957-01-01,60028182,,,
Q257839,tv,Creature Comforts,"['Q459435', 'Q9335576']",10.0,,60003747,,,
Q258795,movie,Hell Is for Heroes,Q369747,89.0,1962-01-01,70113491,,,
Q258800,movie,Cachorro,"['Q157443', 'Q130232']",100.0,2004-01-01,70032057,,,
Q260821,anime,Case Closed: The Last Wizard of the Century,"['Q959790', 'Q1200678', 'Q319221']",100.0,1999-04-17,70126871,,,
Q261209,movie,Bullitt,"['Q959790', 'Q19367312', 'Q188473', 'Q52207399']",113.0,1968-01-01,339017,,,
Q261403,movie,A Man and a Woman,"['Q130232', 'Q1054574', 'Q1919632']",102.0,1966-01-01,60026991,,,
Q262487,movie,Blue,"['Q188473', 'Q22981906']",119.0,2009-01-01,70125914,,,
Q263034,movie,The Unnamable II: The Statement of Randolph Carter,Q200092,99.0,1992-01-01,70010943,,,
Q264577,movie,A Date with Judy,"['Q860626', 'Q842256']",113.0,1948-01-01,70093899,,,
Q265965,movie,Eden Is West,Q130232,111.0,2009-01-01,70114359,,,
Q268308,movie,Ödipussi,Q157443,90.0,1988-01-01,81293399,,,
Q269810,movie,The Iron Lady,"['Q645928', 'Q130232']",105.0,2011-01-01,70189282,,,
Q271006,movie,Enemy at the Gates,"['Q369747', 'Q1054574', 'Q130232', 'Q188473', 'Q52207310']",130.0,2001-01-01,60004450,,,
Q271830,movie,The Third Man,"['Q185867', 'Q1200678', 'Q130232', 'Q2484376', 'Q319221']",93.0,1949-09-01,1039377,,,
Q272064,movie,The Living Daylights,"['Q2484376', 'Q188473', 'Q2297927', 'Q52162262']",130.0,1987-01-01,60002470,,,
Q273686,movie,The Descendants,"['Q859369', 'Q130232', 'Q52207399']",115.0,2011-09-02,70142819,14LvSk651KVU,,
Q273704,movie,West Side Story,"['Q842256', 'Q1054574', 'Q130232', 'Q959790']",150.0,1961-01-01,1111583,,,
Q274887,movie,Vantage Point,"['Q2484376', 'Q959790', 'Q188473', 'Q109733333']",90.0,2008-01-01,70060005,,,
Q276343,movie,The Girl with the Dragon Tattoo,"['Q2254193', 'Q2484376', 'Q130232', 'Q200092', 'Q959790', 'Q1200678', 'Q52207399']",152.0,2009-01-01,70116686,,,
Q276523,movie,Batman & Robin,"['Q188473', 'Q1535153', 'Q471839']",125.0,1997-06-20,1154332,,,
Q276990,tv,DreamWorks Dragons,"['Q98526245', 'Q859369', 'Q319221', 'Q1361932', 'Q9335576', 'Q98526239']",22.0,2012-01-01,80039394,,,
Q277157,movie,Cloudy with a Chance of Meatballs 2,"['Q157443', 'Q1146335', 'Q157394', 'Q1361932']",95.0,2013-09-26,70273612,,,
Q277281,movie,Love on the Run,"['Q130232', 'Q1054574', 'Q21401869']",89.0,1978-01-01,718224,,,
Q278328,movie,Blind Husbands,"['Q130232', 'Q226730']",93.0,1919-01-01,60028580,,,
Q278774,movie,"Surfer, Dude",Q157443,82.0,2008-01-01,70101300,,,
Q279274,movie,Bridge to Terabithia,"['Q319221', 'Q2143665', 'Q130232', 'Q52162262']",95.0,2007-02-16,70053832,6Czf0V5vqJvh,,
Q279465,movie,The Scarlet Empress,"['Q645928', 'Q130232']",104.0,1934-01-01,70103866,,,
Q280276,movie,Swordsman II,"['Q188473', 'Q1033891', 'Q157394', 'Q20442589']",112.0,1992-01-01,60023951,,,
Q280400,movie,Matilda,"['Q157394', 'Q2143665', 'Q157443', 'Q130232', 'Q52207399']",94.0,1996-01-01,70033005,,,
Q280928,movie,Candy,"['Q1054574', 'Q130232', 'Q52207399']",108.0,2006-01-01,70051675,,,
Q282064,movie,The Three Brothers,Q157443,105.0,1995-01-01,80183079,,,
Q282199,movie,Blood In Blood Out,"['Q959790', 'Q130232', 'Q5897543', 'Q586250', 'Q188473']",180.0,1993-01-01,28630876,,,
Q282662,movie,"Road, Movie","['Q157443', 'Q130232']",95.0,2009-01-01,70121521,,,
Q288645,movie,G.I. Joe: The Rise of Cobra,"['Q188473', 'Q471839', 'Q3745429']",118.0,2009-08-06,70108987,,,
Q290312,movie,Carolina,Q860626,96.0,2003-01-01,60036890,,,
Q300555,movie,A Serious Man,"['Q859369', 'Q130232']",105.0,2009-09-12,70114021,,,
Q300559,movie,A Single Man,"['Q130232', 'Q20442589', 'Q52162262']",99.0,2009-01-01,70117297,,,
Q300983,movie,Aaltra,"['Q157443', 'Q130232']",92.0,2004-01-01,70046350,,,
Q301049,movie,Winter's Bone,"['Q130232', 'Q959790']",103.0,2010-01-01,70129374,,,
Q301077,movie,Stuck on You,"['Q860626', 'Q663106', 'Q157443']",114.0,2003-01-01,60031280,,,
Q303391,movie,Scandal,Q130232,115.0,1989-01-01,60002054,,,
Q303477,movie,The Big Country,"['Q172980', 'Q130232']",165.0,1958-08-13,60004236,,,
Q304739,movie,Holy Motors,"['Q130232', 'Q157394']",115.0,2012-01-01,70242544,,,
Q309003,movie,Conan the Barbarian,"['Q188473', 'Q157394', 'Q52162262', 'Q319221', 'Q1433443', 'Q130130466']",126.0,1982-01-01,393317,5Oa7l430fnU7,,
Q313315,movie,Tom Jones,"['Q157443', 'Q319221', 'Q52207399', 'Q130232', 'Q542475']",128.0,1963-01-01,1053919,,,
Q313659,movie,Everything Is Illuminated,"['Q859369', 'Q52162262', 'Q130232', 'Q645928']",105.0,2005-01-01,70023964,,,
Q315664,movie,K-PAX,"['Q471839', 'Q130232', 'Q52207399']",120.0,2001-01-01,60020811,,,
Q316023,movie,Big Momma's House,Q157443,95.0,2000-06-02,60000879,,,
Q318154,movie,Nasser Asphalt,Q130232,85.0,1958-04-03,70039488,,,
Q318766,movie,The Terminal,"['Q192881', 'Q130232']",128.0,2004-01-01,60034584,,,
Q319127,tv_film,How the West Was Fun,Q2143665,88.0,1994-01-01,70001711,,,
Q319222,movie,Lucky Lady,"['Q859369', 'Q157443', 'Q130232']",118.0,1975-01-01,70060441,,,
Q322107,movie,Palermo or Wolfsburg,Q130232,180.0,1980-01-01,70129756,,,
Q322612,movie,Enlightenment Guaranteed,Q157443,109.0,1999-10-30,70029209,,,
Q324011,movie,The Best Offer,"['Q130232', 'Q959790', 'Q1054574', 'Q590103']",124.0,2013-01-01,70270871,,,
Q324013,movie,Twentynine Palms,"['Q1054574', 'Q200092', 'Q130232', 'Q628165', 'Q2484376']",119.0,2003-09-08,60033329,,,
Q324933,movie,Stolen Kisses,"['Q860626', 'Q130232']",87.0,1968-01-01,1001511,,,
